"","gender","kage","k_read_irt","k_read1","k_read2","k_read3","k_read4","k_print","k_read_tht","k_math_irt","k_math1","k_math2","k_math3","k_math4","k_math_tht","k_gk_irt","k_gk_tht","f_mtr","g_mtr","P1LEARN","P1CONTRO","P1SOCIAL","P1SADLON","P1IMPULS","ars_lit","ars_mth","ars_gk","T1LEARN","T1CONTRO","T1INTERP","T1EXTERN","T1INTERN","height","weight","bmi","hisp","na_amer","asian","black","pac_isl","white","m_race","ses_c","ses_cat","poor","income","g8_read","g8_read_tht","g8_math","g8_math_tht","g8_sci","g8_sci_tht"
"779",0,69.93,45.67,0.996,0.893,0.62,0.048,2,-0.353,35.36,1,0.965,0.654,0.041,-0.367,35.92,0.63,6,8,2.83,2.8,3.33,1.25,1.5,2.86,2.8,2.95,3,3,3,1.4,1,42.5,40.5,15.76,2,2,2,2,2,1,2,0.67,5,2,60000,199,1.771,161.59,1.841,78.65,0.559
"780",0,70.37,50.16,0.999,0.959,0.815,0.15,3,-0.142,62.5,1,1,0.998,0.889,0.574,36.087,0.647,4,7,3.67,2.8,3.33,1.75,3,2.77,2.34,2.46,4,3.25,3.8,1.2,1.5,45,54,18.92,2,2,2,2,2,1,2,1.14,5,2,90000,199.66,1.793,169.21,2.194,102.95,2.122
"781",-1,70.63,27.76,0.283,0.019,0.005,0,3,-1.574,15.08,0.623,0.029,0,0,-1.868,25.854,-0.033,6,6,3.33,3.2,2.67,1.25,1,2.38,3.06,2,2.5,3,2.8,2,1.5,47.13,67.25,20.85,2,2,2,2,2,1,2,-0.57,2,1,10000,160.5,1.136,166.58,2.041,95.29,1.442
"782",-1,75.23,39.93,0.978,0.611,0.254,0.006,3,-0.681,51.63,1,0.998,0.987,0.628,0.288,31.156,0.313,7,6,2.83,2.8,3,1.25,1.5,3.23,3.88,3.92,4,4,4,1,1,45.5,41,14.08,2,2,2,2,2,1,2,0.91,5,2,75000,183.43,1.428,160.52,1.809,101.78,1.987
"783",0,71.3,37.65,0.951,0.428,0.143,0.003,3,-0.835,36.03,1,0.97,0.687,0.047,-0.327,31.304,0.32,7,8,2.83,2.6,3.33,2,1.5,3.35,3.55,3.92,4,4,4,1,1,43.25,42,15.79,2,2,2,2,2,1,2,0.23,4,2,50000,191.36,1.57,160.11,1.797,100.28,1.838
"784",0,69,33.29,0.794,0.14,0.039,0,3,-1.137,24.93,0.992,0.64,0.061,0.002,-0.979,34.631,0.536,7,7,2.67,2.8,3.67,1.5,2,3.05,3.55,4.4,3.33,2.75,2.6,2,1,43.5,43,15.98,2,2,2,2,2,1,2,1.18,5,2,1e+05,199.91,1.802,158.29,1.748,90.76,1.159
"785",0,67,29.09,0.417,0.033,0.009,0,0,-1.469,20.63,0.962,0.276,0.01,0,-1.317,16.273,-0.724,4,8,2.83,1.2,3,4,3,3.15,3.23,3.63,4,4,3.6,1,2.25,40.25,32.5,13.97,2,2,2,2,2,1,2,-0.2,3,1,17000,152.36,1.048,101.18,0.763,73.15,0.322
"786",0,64,45.18,0.996,0.878,0.586,0.041,3,-0.373,34.93,1,0.962,0.621,0.036,-0.398,26.617,0.019,5,8,2.67,2.8,3.67,1.25,1,3.36,3.77,3.92,3.83,3,2.8,2,1.25,44,46.5,16.98,2,2,2,2,2,1,2,0.92,5,2,50000,189.93,1.541,160,1.794,90.45,1.144
"787",0,72.8,55.61,1,0.985,0.923,0.365,3,0.053,34.01,0.999,0.953,0.559,0.029,-0.447,30.781,0.285,8,8,3.67,2.6,3.67,1.25,1.5,3.85,4.11,4.4,3.83,3.5,3.6,1,1,47.63,45,13.74,2,2,2,2,2,1,2,-0.27,3,2,45000,191.73,1.579,162.26,1.865,99.37,1.759
"788",0,65.47,38.51,0.964,0.497,0.18,0.004,2,-0.778,25.71,0.994,0.695,0.08,0.002,-0.927,23.994,-0.158,5,8,2.67,2.8,3.33,1.5,1.5,2.48,3.12,2.95,2.83,3.75,3.8,1,2.5,43.25,41.5,15.45,2,2,2,2,2,1,2,0.34,4,2,52000,187.47,1.495,133.84,1.254,68.75,0.144
"789",-1,73,24.72,0.067,0.004,0.001,0,1,-1.868,18.42,0.906,0.131,0.003,0,-1.512,14.57,-0.867,5,8,3.33,3.4,3,1.5,1,1.46,2.11,1.75,2.17,2.75,2.25,1.8,2.75,42,40.5,16.34,1,2,1,2,1,2,2,-0.3,3,2,59000,153.3,1.059,118.18,1.004,65.24,0.007
"790",0,72.97,42.89,0.991,0.795,0.442,0.019,3,-0.501,29.81,0.998,0.882,0.269,0.009,-0.679,26.606,0.017,8,8,3.17,3,3,2,2,3.35,3.44,4.63,3.33,3.25,3.2,1.8,1,47,80.5,25.46,2,2,2,2,2,1,2,1.25,5,2,50000,196.17,1.686,169.53,2.222,99.41,1.76
"791",-1,71.13,39.27,0.972,0.566,0.218,0.005,0,-0.732,28.57,0.998,0.841,0.197,0.006,-0.746,35.099,0.575,9,8,3.17,2.8,3.33,1.25,1.5,3.71,3.31,3.92,3.67,3.25,3.2,1.6,1.25,46.5,47.5,15.44,2,2,2,2,2,1,2,1.09,5,2,80000,184.96,1.452,148.48,1.52,99.26,1.744
"792",0,64.53,31.13,0.622,0.069,0.019,0,2,-1.293,22.91,0.984,0.473,0.028,0.001,-1.131,29.577,0.209,8,8,2.83,3,2.67,1.25,2,2.48,2.67,3.44,3,3,2.2,1.8,1,42.88,40,15.21,2,2,2,2,2,1,2,1.56,5,2,1e+05,188.61,1.516,169.05,2.182,101.76,1.988
"793",-1,77.93,45.24,0.996,0.884,0.591,0.042,1,-0.377,25.4,0.994,0.674,0.073,0.002,-0.927,36.576,0.685,9,8,3.5,3.6,4,1.25,1.5,3.58,3.33,3.98,2.33,1.75,2,4,1.75,43.38,42.5,15.97,1,2,1,2,2,2,2,2.27,5,2,120000,205.56,2.079,149.33,1.54,101.35,1.94
"794",-1,65.43,35.74,0.907,0.278,0.083,0.001,3,-0.962,23.7,0.988,0.545,0.038,0.001,-1.068,16.661,-0.691,3,7,3.17,3,3.33,1.25,2,2.38,2.65,2.46,2.33,2,1.6,2.6,1.25,44.5,44,15.62,1,2,2,2,2,2,2,-0.21,3,2,60000,204.76,2.025,155.54,1.675,100.79,1.888
"795",0,71.2,102.2,1,1,0.999,0.99,3,0.939,86.33,1,1,1,0.99,1.097,34.199,0.515,7,8,2.5,2.2,3,1.75,2.5,4.74,3.23,3.92,3.67,3.25,3,1.4,1,45.88,48.5,16.11,2,2,2,2,2,1,2,0.36,4,2,30000,193.05,1.607,166.41,2.03,103.59,2.2
"796",-1,67.13,71.04,1,0.998,0.986,0.819,1,0.441,47.03,1,0.996,0.967,0.415,0.118,27.858,0.099,8,7,3.5,2.8,3,1.25,1.5,3.85,3.66,4.19,3,3.25,3,2,1,45.25,46,15.69,2,2,2,1,2,2,2,-0.14,3,2,40000,154.66,1.075,155.23,1.669,80.19,0.625
"797",0,64.37,35.59,0.901,0.266,0.079,0.001,3,-0.978,25.67,0.994,0.693,0.08,0.002,-0.927,25.111,-0.082,2,6,2.5,3.2,3.33,2.25,1.5,2.48,2.43,2.95,3.33,3.25,3,1,1.5,44.88,44.25,15.62,2,2,2,2,2,1,2,0.62,5,2,85000,151.57,1.04,106.03,0.826,60.34,-0.183
"798",-1,66.4,50.4,0.999,0.961,0.81,0.162,3,-0.119,43.03,1,0.993,0.927,0.22,-0.039,28.895,0.168,8,8,3,3.4,2.33,1.25,2.5,3.25,3.55,3.65,3.5,3.5,3.8,1.4,1.25,44.88,51.5,17.68,2,2,2,2,2,1,2,1.36,5,2,65000,203.65,1.964,164.52,1.946,107.02,2.769
"799",-1,73.97,46.61,0.997,0.912,0.67,0.062,2,-0.292,33.62,0.999,0.949,0.532,0.026,-0.449,37.228,0.719,7,5,3.33,3.4,4,1.5,2.5,3.05,3.55,2.67,2.83,3.5,2.8,1.2,2.5,44.75,51,17.71,2,2,2,2,2,1,2,0.35,4,2,65000,199.68,1.793,149.71,1.547,96.13,1.502
"800",-1,72.6,43.05,0.992,0.803,0.453,0.02,2,-0.492,24.69,0.992,0.623,0.055,0.001,-0.998,24.46,-0.123,7,8,2.67,2.6,4,1.75,2.5,2.86,3.01,2.67,2.83,1.5,1.5,4,1.25,45,48,16.67,2,2,2,2,2,1,2,1.1,5,2,80000,205.64,2.086,163.99,1.927,94.81,1.411
"801",0,67.1,32.56,0.743,0.111,0.03,0,1,-1.191,23.56,0.988,0.532,0.036,0.001,-1.077,12.381,-1.087,8,6,3,2.4,2.67,2,2,1.44,2.29,2.26,3.33,2.5,2.8,2,1,44,39.5,14.34,2,2,1,2,2,2,2,0,3,2,40000,165.77,1.194,143.17,1.422,80.14,0.619
"802",-1,70.73,28.06,0.312,0.022,0.006,0,2,-1.55,20.43,0.959,0.26,0.009,0,-1.331,16.131,-0.735,8,8,2.83,2.8,3,1.75,2,2.04,1.99,1.75,2,2.25,2.6,2.4,1.25,44,49,17.68,1,2,2,2,2,2,2,-1.03,1,1,13000,147.77,1.006,122.65,1.075,90.62,1.154
"803",-1,70.13,34.23,0.845,0.185,0.052,0.001,2,-1.068,28.89,0.998,0.853,0.213,0.006,-0.723,18.389,-0.555,7,7,2.33,2.8,2.33,1.5,2,3.05,3.42,3.01,3,3.5,3.25,1.6,1.75,42.5,41,15.96,1,2,2,2,2,2,2,1.44,5,2,132640,190.18,1.547,163.02,1.891,93.77,1.342
"804",-1,72.9,35.28,0.891,0.246,0.072,0.001,2,-0.997,26.03,0.995,0.716,0.091,0.002,-0.901,27.51,0.077,4,6,2.67,2.8,2.67,1.5,2,3.25,3.21,4.92,2.33,2.33,2.4,2.2,1.5,44,44.5,16.16,2,2,2,2,2,1,2,0.84,5,2,60000,193.6,1.62,152.16,1.597,97.52,1.606
"805",-1,69.33,24.27,0.048,0.003,0.001,0,0,-1.942,17.04,0.831,0.074,0.002,0,-1.649,12.352,-1.091,7,8,3,3.2,3.67,1.25,2,1.72,1.33,1.31,1.67,2.75,3,2.4,2,44,54,19.43,1,2,2,2,2,2,2,-0.02,3,2,17000,118.03,0.727,104.68,0.807,70.93,0.234
"806",0,65.17,31.45,0.655,0.077,0.021,0,1,-1.264,22.52,0.982,0.439,0.023,0.001,-1.159,27.997,0.108,7,7,2.83,3.2,2.67,2,3,2.38,2.11,1.75,2.17,3,2.8,1.4,1.25,43.25,42.25,15.69,2,2,2,2,2,1,2,-0.45,2,2,35000,184.09,1.439,137.9,1.323,93.74,1.342
"807",-1,69.37,36.13,0.919,0.306,0.093,0.001,1,-0.938,25.16,0.993,0.657,0.068,0.002,-0.962,24.542,-0.121,4,3,2.83,2.6,3.33,1.75,3,2.96,2.67,2.46,2.33,3.5,2.5,2.2,2.5,46.75,60.5,19.46,2,2,2,2,2,1,2,-0.03,3,2,30000,168.21,1.224,154.54,1.653,88.5,1.034
"808",-1,73.87,28.37,0.342,0.025,0.007,0,1,-1.526,18,0.886,0.114,0.003,0,-1.559,12.792,-1.04,4,8,3.5,3,4,2.25,2.5,2.77,2.8,2.46,2.17,2,1.8,2.6,3.25,45,38.5,13.37,1,2,2,2,2,1,2,-0.18,3,2,35000,148.27,1.01,107.66,0.851,63.51,-0.047
"809",-1,64.5,38.28,0.961,0.478,0.171,0.003,3,-0.788,35.23,1,0.964,0.638,0.039,-0.385,26.615,0.018,8,5,2.5,2.8,2.33,1.75,2,2.58,3.06,2.95,3.17,3.5,2.6,1.4,1.5,42.5,38.5,14.99,2,2,2,2,2,1,2,0.66,5,2,65000,196.9,1.705,170.04,2.261,102.01,2.007
"810",0,69.47,48.72,0.998,0.945,0.762,0.109,3,-0.208,40.16,1,0.987,0.863,0.125,-0.158,37.82,0.766,8,5,3.17,3.6,3.33,1.25,1,3.4,3.56,3.44,3.5,3.25,3.8,1,1.25,41.25,39.5,16.22,2,2,2,2,2,1,2,1.72,5,2,125000,204.4,2.003,169.02,2.186,104.02,2.253
"811",-1,62.37,32.64,0.75,0.114,0.031,0,1,-1.183,12.6,0.205,0.004,0,0,-2.238,19.983,-0.436,7,6,2.5,3.2,3.67,1.5,1.5,2.77,2.23,2.67,2.83,2.5,2.25,1,1.25,43,36.25,13.78,2,2,2,2,2,1,2,2.61,5,2,150000,198.94,1.77,140.87,1.379,85.79,0.892
"812",-1,64.27,26.49,0.172,0.011,0.003,0,2,-1.68,22.82,0.984,0.465,0.027,0.001,-1.135,23.985,-0.156,5,6,4,3.4,4,1.25,1.5,2.28,2.25,1.75,2.83,3.25,2.8,1.6,1.5,45.5,47.5,16.22,2,2,2,2,2,1,2,-0.35,2,2,54000,172.86,1.279,152.79,1.613,86.78,0.941
"813",0,61.57,38.78,0.967,0.519,0.193,0.004,3,-0.757,31.82,0.999,0.925,0.404,0.016,-0.563,27.802,0.095,6,8,3.33,2,3.67,1.75,3,2.38,2.42,2.26,3.67,3.5,3.2,1,1,44.25,44.5,15.98,2,2,2,2,2,1,2,0.57,4,2,70000,201.54,1.866,165.34,1.98,97.35,1.594
"814",-1,75.27,45.54,0.996,0.891,0.609,0.045,1,-0.358,21.03,0.968,0.308,0.012,0,-1.284,25.549,-0.053,7,6,3.33,1.6,3.67,1.25,3,2.67,1.99,2.26,3.83,4,3.4,1.6,1,46,49.5,16.45,2,2,2,2,2,1,2,-0.87,1,1,17000,165.89,1.195,132.93,1.239,79.76,0.606
"815",-1,71.17,35.31,0.892,0.249,0.073,0.001,1,-0.992,25.06,0.993,0.649,0.064,0.002,-0.97,21.103,-0.357,9,5,3,2.6,3.67,1.25,3,3.14,3.33,4.19,3.83,4,3.8,1,1,43,52.5,19.72,2,2,2,2,2,1,2,-0.15,3,2,40000,180.69,1.387,149.08,1.535,86.11,0.909
"816",0,72.57,33.66,0.816,0.154,0.043,0,3,-1.11,24.88,0.992,0.638,0.06,0.002,-0.982,16.832,-0.677,8,8,3.67,3.4,2.67,1.25,1,2.28,2.67,2.46,2.67,2.5,2.8,1.6,2,44.25,40.75,14.54,1,2,2,2,2,1,2,0.76,5,2,75000,172.27,1.274,126.4,1.132,82.83,0.745
"817",0,74.13,44.61,0.995,0.863,0.556,0.034,2,-0.4,33.62,0.999,0.949,0.532,0.026,-0.452,34.292,0.52,9,8,3.5,1.6,4,1.5,3,2.77,3.88,4.92,3.83,3.25,3.8,1.2,1,47,52,16.55,2,2,2,2,2,1,2,-0.08,3,2,80000,171.92,1.268,167.31,2.074,91.1,1.179
"818",-1,66.6,51.83,0.999,0.97,0.852,0.205,3,-0.056,39.21,1,0.984,0.837,0.101,-0.207,33.904,0.495,8,8,3,2,3.67,1.75,2.5,1.9,2.45,2.26,3,3,3,1.2,1.75,47,48.5,15.36,2,2,2,2,2,1,2,1.75,5,2,30000,205.17,2.054,171.39,2.413,103.1,2.137
"819",0,64.4,31.12,0.622,0.068,0.019,0,2,-1.294,25.76,0.994,0.702,0.083,0.002,-0.922,29.577,0.208,8,7,3.67,3,3.33,1.25,2,2.28,2.07,1.54,3.67,3,2.8,1.2,2,39,26,12.05,1,2,2,2,2,1,2,1.7,5,2,2e+05,155,1.077,122.3,1.068,48.05,-0.637
"820",0,65.8,78.82,1,0.999,0.992,0.954,2,0.673,29.88,0.998,0.882,0.273,0.009,-0.672,24.209,-0.141,8,8,3.17,2.8,3.33,1.25,1.5,4.32,4.11,4.19,3,3.5,3,1,3,45.63,43,14.6,2,2,2,2,2,1,2,1.53,5,2,70000,190.19,1.548,153.21,1.623,98.36,1.667
"821",0,64.33,31.35,0.644,0.074,0.02,0,0,-1.277,20.73,0.964,0.284,0.01,0,-1.301,9.946,-1.399,4,8,3,2.8,3,1,2.5,2.42,2.42,1.95,2.5,2.5,2.4,1.2,2.25,39,26,10.44,2,2,2,1,2,1,2,-0.45,2,1,13000,154.17,1.071,142.71,1.412,73.83,0.353
"822",-1,71.5,29.25,0.434,0.035,0.01,0,3,-1.458,31.25,0.999,0.914,0.362,0.013,-0.597,19.214,-0.491,6,8,2.83,2.6,2.33,2,2,2.28,2.11,2.26,3.67,3.75,3.2,1.2,1.25,46.5,51,16.84,2,2,2,2,2,1,2,-0.65,1,1,17000,181.56,1.399,162.73,1.878,97.59,1.612
"823",-1,67.87,45.26,0.996,0.882,0.595,0.042,3,-0.352,35.58,1,0.967,0.66,0.043,-0.404,26.692,0.023,7,6,2.67,3.4,3,1.5,1,4.55,3.37,4.4,3,3.5,3,1,2.25,45.5,44.5,15.19,2,2,2,2,2,1,2,0.58,4,2,60000,187.94,1.504,145.41,1.462,93.44,1.32
"824",-1,67.03,35.36,0.894,0.25,0.074,0.001,3,-0.996,40.67,1,0.988,0.878,0.139,-0.138,30.066,0.242,6,5,4,3,3.67,1.25,2,2.48,2.54,1.54,2.5,3.25,3,1.2,1.25,46,50.5,16.78,2,2,2,2,2,1,2,0.79,5,1,7000,203.57,1.958,166.92,2.053,102.75,2.083
"825",0,72.33,51.02,0.999,0.965,0.831,0.178,1,-0.111,41.49,1,0.99,0.898,0.164,-0.101,28.709,0.157,9,8,3,3,3.33,1,2,2.77,1,1.02,3.33,3.25,3.4,1.8,1.25,43.75,49.5,18.39,1,2,2,2,2,1,2,-0.29,3,1,20000,192.33,1.592,141.9,1.396,94.04,1.359
"826",0,72.33,36.17,0.921,0.309,0.093,0.001,3,-0.933,28.46,0.998,0.837,0.192,0.006,-0.741,22.839,-0.231,5,4,3.17,2.4,3.67,1.25,2.5,1.9,1.72,2,2.83,3,3,1,1,48.25,65.25,20.23,2,2,2,2,2,2,2,0.56,4,2,25000,111.34,0.646,135.32,1.279,47.45,-0.647
"827",-1,65.03,41.01,0.984,0.685,0.317,0.01,3,-0.617,22.14,0.979,0.404,0.02,0.001,-1.193,18.81,-0.522,3,4,3,3.4,2.5,2.5,1.5,2.58,2.9,2.46,3.67,3.67,3.4,1,1,46.5,50.5,16.42,1,2,2,2,2,1,2,0.29,4,2,47000,174.36,1.3,141.7,1.393,90.53,1.147
"828",0,67,29.09,0.416,0.033,0.009,0,0,-1.468,17.72,0.869,0.099,0.002,0,-1.582,16.185,-0.727,5,7,3,1.8,3,2.25,1.5,2.86,3.66,3.92,4,3.25,4,1.8,1,45,57,19.19,2,2,2,2,2,1,2,-0.55,2,1,6140,158.37,1.11,121.78,1.056,70.9,0.234
"829",0,73.73,38.27,0.96,0.48,0.169,0.003,2,-0.791,27.84,0.997,0.812,0.16,0.005,-0.768,20.433,-0.403,4,4,4,3.6,3.33,1,1,2.38,2.45,2.67,2.33,3,3,1,2.25,45,42,14.58,2,2,2,2,2,1,2,1.01,5,2,42000,191.96,1.584,152.24,1.6,94.5,1.393
"830",0,64.9,38.72,0.966,0.515,0.19,0.004,3,-0.76,28.64,0.998,0.842,0.2,0.006,-0.74,24.711,-0.108,7,7,3.33,2.6,4,1.25,2,3.15,3.66,3.92,2.33,2,2.2,2.4,2,44,46.5,16.98,2,2,2,2,2,1,2,0.24,4,2,80000,158.88,1.116,141.5,1.389,68.08,0.114
"831",-1,79,39.66,0.976,0.593,0.237,0.006,3,-0.702,36.46,1,0.973,0.713,0.054,-0.299,30.646,0.281,8,6,2.5,3.2,3,1.25,2.5,3.46,3.55,3.44,3.33,3.5,3,1.2,1.25,45.25,47,16.5,2,2,2,2,2,1,2,0.11,4,2,55000,194.91,1.652,164.59,1.947,102.16,2.026
"832",-1,74.13,33.65,0.815,0.155,0.043,0,2,-1.109,33.5,0.999,0.948,0.522,0.025,-0.48,24.363,-0.131,6,8,2.5,3.2,3.33,1.5,1.5,3.23,3.66,4.4,3.33,3.75,3.6,1.4,1,45.25,51,17.71,2,2,2,2,2,1,2,1.05,5,2,1e+05,183.3,1.426,166.45,2.031,99.05,1.731
"833",0,68.07,34.22,0.845,0.185,0.052,0.001,1,-1.072,29.85,0.998,0.881,0.272,0.009,-0.668,28.416,0.135,8,6,3.5,2.8,3,1.5,2,3.25,2.54,2.89,3.5,3.5,3,1,1,43.25,42.5,15.97,2,2,2,2,2,1,2,-0.57,2,1,40,192.67,1.599,166.76,2.046,92.57,1.267
"834",0,62.93,43.26,0.992,0.814,0.466,0.022,3,-0.443,52.4,1,0.999,0.989,0.628,0.288,26.469,0.008,7,8,2.5,3,2.67,1.25,2,4.04,4.98,4.92,3.67,3.75,3.6,1.2,1,43,35.5,13,2,2,2,2,2,1,2,-0.62,2,2,21000,155.55,1.082,144.12,1.437,83.34,0.773
"835",-1,62.63,33.51,0.806,0.149,0.041,0,1,-1.124,25.04,0.993,0.65,0.064,0.002,-0.971,22.919,-0.23,8,8,2.83,2.4,2.67,1.5,2,1.72,1.99,2,2.17,2.75,1.8,1.6,2,45,38,13.37,2,2,2,1,2,2,2,1.99,5,2,150000,177.63,1.343,133.25,1.246,81,0.662
"836",0,61.3,45.66,0.996,0.893,0.618,0.048,3,-0.356,32.34,0.999,0.933,0.442,0.018,-0.528,31.212,0.316,7,6,3.67,2.8,3,1.5,2,2.48,3.01,2.95,2.67,2,2.2,2.8,1,43.13,43.5,16.54,2,2,2,2,2,1,2,1.79,5,2,85000,203.59,1.96,166.48,2.032,104.01,2.252
"837",-1,67.23,38.28,0.96,0.477,0.171,0.003,3,-0.79,36,1,0.97,0.687,0.047,-0.326,21.402,-0.334,8,6,3.17,2.6,3.67,1.25,2,2.38,2.45,2.31,2.83,3,2.6,2.8,2,43.8,45,16.44,2,2,2,2,2,1,2,-0.66,1,2,23000,130.35,0.84,132.98,1.24,90.6,1.155
"838",-1,68.4,28.26,0.332,0.024,0.007,0,3,-1.533,24.41,0.991,0.602,0.051,0.001,-1.016,18.637,-0.536,8,8,2.67,3.4,4,1,1,2.38,2.12,2,4,4,4,1,1,42.5,38,14.5,2,2,2,2,2,1,2,-0.49,2,1,23000,168.77,1.23,141.51,1.388,93.03,1.295
"839",-1,69.2,29.65,0.475,0.041,0.011,0,3,-1.426,46.93,1,0.996,0.967,0.389,0.118,28.658,0.151,6,6,2.83,3,3,2,2,2.38,2.23,2,2,2.25,1.8,1.8,1.25,47,53.5,17.03,2,2,2,2,2,1,2,0.62,5,2,140000,190.05,1.543,161.34,1.834,96.4,1.525
"840",0,67.4,36,0.915,0.297,0.09,0.001,3,-0.947,39.83,1,0.986,0.854,0.116,-0.171,32.604,0.408,1,8,3.17,3.2,3.67,2,1.5,3.71,3.87,4.6,3.83,3.5,3.2,2.6,1.5,46.63,67.25,21.63,2,2,2,2,2,1,2,0.11,4,2,30000,202.75,1.917,166.71,2.046,99.22,1.743
"841",-1,69.8,32.04,0.703,0.094,0.026,0,3,-1.224,30.08,0.998,0.888,0.285,0.009,-0.65,26.632,0.02,8,8,3.17,3.2,4,1,1,3.17,3.12,4.63,3,3.25,3,1,3,44.75,42,14.42,1,2,2,2,2,1,2,0.51,4,2,150000,175.99,1.321,153.95,1.638,85.95,0.902
"842",0,74.67,31.76,0.679,0.086,0.023,0,0,-1.243,31.67,0.999,0.922,0.397,0.015,-0.584,26.997,0.042,5,7,3.17,3,3.33,1.25,2,2.28,2.11,2,3.17,4,4,1.2,1.25,47.25,47.5,14.8,2,2,2,2,2,1,2,0.39,4,2,42000,180.61,1.386,166.24,2.019,104.84,2.369
"843",0,69.4,45.2,0.996,0.878,0.585,0.041,3,-0.376,43.57,1,0.993,0.936,0.246,-0.007,35.729,0.619,7,8,3.33,3,3.33,1.5,1,3.15,4.11,4.63,3.17,3,2.2,2,1,45.25,44,15.11,2,2,2,2,2,1,2,-0.21,3,2,165000,197.93,1.737,164.56,1.948,107.9,2.996
"844",0,63.9,23.43,0.026,0.001,0,0,0,-2.067,15.35,0.661,0.032,0.001,0,-1.847,12.3,-1.091,6,8,3.67,3,3.67,1.25,2.5,1.72,1.43,1.75,2.5,3,3.4,1.4,1.25,42.88,37,14.23,1,1,2,2,2,2,2,-0.04,3,2,30000,177.13,1.337,153.71,1.632,88.7,1.043
"845",0,64.93,24.04,0.04,0.002,0.001,0,0,-1.971,18.86,0.921,0.155,0.004,0,-1.471,10.618,-1.306,3,6,2.83,2.6,3,1.25,2.5,1.02,1.86,1.62,2.5,3.25,3,1,2,45.5,47,15.96,2,2,2,2,2,1,2,-1.04,1,1,6324,135.18,0.885,86.16,0.572,33,-1.325
"846",-1,64.2,52.36,0.999,0.973,0.861,0.231,3,-0.063,48.47,1,0.997,0.976,0.463,0.18,35.809,0.631,7,4,3,3.2,3,2,2.5,2.67,1.99,1.75,1.67,2,2.8,3,1.5,44.25,47.5,16.97,2,2,1,2,2,1,2,1.75,5,2,150000,181.42,1.398,165.65,1.994,82.88,0.75
"847",0,62.53,31.91,0.69,0.088,0.024,0,1,-1.234,17.06,0.829,0.074,0.002,0,-1.652,9.965,-1.385,4,8,3,3.4,4,1.25,3.5,2.48,2.79,2.95,3.17,3.5,3.4,1,1,45,41.75,14.58,2,2,2,1,2,2,2,0.09,4,2,35000,135.82,0.888,112.22,0.916,49.46,-0.596
"848",0,72.63,26.82,0.199,0.013,0.004,0,1,-1.652,18.37,0.903,0.127,0.003,0,-1.515,15.59,-0.779,8,5,3.5,2.2,3.33,2,2,1.9,1.72,2,2.17,3,2.4,2.6,1,46,62.75,21.11,1,2,2,2,2,2,2,-0.99,1,1,12000,162.9,1.162,125.2,1.115,79.94,0.616
"849",0,65.87,32.48,0.736,0.107,0.03,0,2,-1.19,25.7,0.994,0.695,0.08,0.002,-0.929,33.525,0.466,6,7,3.67,2.8,4,1.75,2,2.58,2.36,2.67,3,2.25,2.4,2.2,3.25,47.62,45.5,13.73,2,2,2,2,2,1,2,1.24,5,2,54000,200.62,1.829,160.58,1.812,96.82,1.553
"850",-1,67,41.55,0.987,0.724,0.355,0.012,2,-0.582,38.52,1,0.982,0.808,0.09,-0.219,36.965,0.711,9,5,3.33,3.6,4,1.25,1.5,2.67,3.19,2.67,2.67,3,3.2,1.2,1.5,41.75,40,15.94,2,2,2,2,2,1,2,2.56,5,2,150000,200.15,1.812,169.8,2.243,97.55,1.609
"851",0,73.77,50.7,0.999,0.963,0.825,0.168,3,-0.132,46.52,1,0.996,0.966,0.379,0.091,32.846,0.429,8,8,3.83,3.2,3.67,1.75,1.5,4.04,3.88,3.92,3.83,3.5,3.4,1.2,1.25,47,47.5,15.12,2,2,2,2,2,1,2,0.63,5,2,1e+05,203.82,1.976,170.22,2.28,107.02,2.769
"852",0,73.03,48.8,0.998,0.946,0.766,0.11,3,-0.197,36.72,1,0.974,0.727,0.056,-0.349,40.519,0.974,8,6,3.67,3.2,3.67,1.5,1.5,3.71,3.66,3.92,3.67,3.5,2.6,1,1.25,45.75,50.25,16.61,2,2,2,2,2,1,2,1.49,5,2,112000,207.59,2.224,171.23,2.391,107.9,2.996
"853",0,66.57,25.83,0.129,0.008,0.002,0,2,-1.748,16.71,0.807,0.065,0.001,0,-1.681,9.85,-1.423,2,7,2.67,3,2.67,1.25,2.5,2.08,1.72,1.02,1.67,2.5,2.6,2,2,46.38,67.25,21.3,2,2,2,1,2,2,2,-2.65,1,1,0,129.5,0.831,77.93,0.431,62.35,-0.104
"854",0,68.6,33.93,0.83,0.169,0.047,0.001,3,-1.092,29.89,0.998,0.884,0.273,0.009,-0.67,24.709,-0.108,7,6,3.67,2.8,4,1.25,2,2.16,2.07,1.38,3,2.5,2.4,2.2,1.5,42.55,42.5,16.84,2,2,2,2,2,1,2,-0.16,3,2,32000,171.47,1.263,141.12,1.382,82.6,0.737
"855",-1,71.83,31.24,0.636,0.07,0.019,0,0,-1.29,20.7,0.963,0.278,0.01,0,-1.316,14.404,-0.883,6,6,2.83,2.4,3.67,1.75,2,2.57,2.67,2.26,3,3,2.8,1.6,1.25,45.95,53.5,17.78,2,2,2,1,2,2,2,-0.49,2,2,30000,158.43,1.115,125.74,1.121,83.76,0.797
